id,gebjahr,berufstaetig,arbeitsstd,arztbes,rauch,gro,gew,schulabschluss,schulabschluss_v,schulabschluss_m,hoe_abschluss,hoe_abschluss_v,hoe_abschluss_m,netto,zufr,alter,frau
1507,1928,NICHT ERWERBSTAETIG,,2,nein,154,48,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,150,7,86,weiblich
2962,1977,HAUPTBERUFL.HALBTAGS,30,0,nein,182,105,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,874,7,37,weiblich
896,1994,HAUPTBERUFL.GANZTAGS,45,1,ja,176,110,OHNE ABSCHLUSS,,"VOLKS-,HAUPTSCHULE",LEHRE,,,1100,7,20,männlich
1182,1966,HAUPTBERUFL.HALBTAGS,20,1,ja,170,85,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,9,48,weiblich
1469,1993,HAUPTBERUFL.GANZTAGS,44,1,nein,187,100,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",450,8,21,männlich
1637,1988,HAUPTBERUFL.GANZTAGS,40,10,nein,159,55,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,1500,9,26,weiblich
1310,1982,HAUPTBERUFL.GANZTAGS,42,1,nein,170,89,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,1500,9,32,weiblich
3025,1990,NEBENHER BERUFSTAE.,,6,nein,169,63,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,FACHHOCHSCHULABSCHL.,376,8,24,weiblich
306,1942,NICHT ERWERBSTAETIG,,5,nein,163,61,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",,9,72,weiblich
2733,1950,HAUPTBERUFL.GANZTAGS,60,0,nein,172,65,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,5000,10,64,männlich
291,1992,NICHT ERWERBSTAETIG,,0,nein,168,54,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",500,8,22,männlich
2239,1985,HAUPTBERUFL.GANZTAGS,20,1,nein,162,70,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,800,10,29,weiblich
208,1985,HAUPTBERUFL.GANZTAGS,40,1,nein,184,102,"VOLKS-,HAUPTSCHULE",OHNE ABSCHLUSS,OHNE ABSCHLUSS,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1450,6,29,männlich
1465,1978,HAUPTBERUFL.GANZTAGS,36,0,nein,183,96,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1500,7,36,männlich
2321,1959,HAUPTBERUFL.GANZTAGS,35,2,nein,187,81,MITTLERE REIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,LEHRE,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,2000,7,55,männlich
96,1958,HAUPTBERUFL.GANZTAGS,65,2,nein,171,68,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,7000,8,56,männlich
2081,1984,NICHT ERWERBSTAETIG,,2,nein,176,101,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",345,10,30,männlich
1903,1970,HAUPTBERUFL.GANZTAGS,40,1,ja,169,65,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,8,44,männlich
1410,1950,NICHT ERWERBSTAETIG,,1,nein,163,,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,10,64,weiblich
865,1988,NICHT ERWERBSTAETIG,,0,nein,178,59,FACHHOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULREIFE,"MEISTER, TECHNIKER",ANDERER ABSCHLUSS,KEIN ABSCHLUSS,,10,26,weiblich
1045,1963,HAUPTBERUFL.GANZTAGS,50,1,nein,173,80,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,2000,8,51,weiblich
1968,1962,HAUPTBERUFL.GANZTAGS,40,3,nein,178,95,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,4500,8,52,männlich
217,1970,HAUPTBERUFL.GANZTAGS,45,0,nein,176,60,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1400,10,44,männlich
2663,1957,HAUPTBERUFL.GANZTAGS,35,0,nein,172,79,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,7,57,weiblich
2608,1972,HAUPTBERUFL.GANZTAGS,40,0,nein,174,79,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,5000,9,42,männlich
841,1960,HAUPTBERUFL.GANZTAGS,40,3,nein,167,62,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",2250,9,54,weiblich
873,1964,HAUPTBERUFL.GANZTAGS,50,8,ja,170,69,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1200,8,50,männlich
571,1943,NICHT ERWERBSTAETIG,,6,nein,176,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1000,8,71,männlich
2544,1993,NEBENHER BERUFSTAE.,,3,ja,169,98,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,8,21,weiblich
1152,1957,HAUPTBERUFL.HALBTAGS,25,3,nein,161,55,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,8,57,weiblich
1115,1981,HAUPTBERUFL.GANZTAGS,40,13,ja,163,70,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1200,3,33,weiblich
1870,1941,NICHT ERWERBSTAETIG,,2,nein,190,107,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,2500,10,73,männlich
1073,1930,NICHT ERWERBSTAETIG,,1,nein,179,63,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1000,9,84,weiblich
1104,1931,NICHT ERWERBSTAETIG,,0,ja,182,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,10,83,männlich
2735,1965,NICHT ERWERBSTAETIG,,3,nein,168,70,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",510,10,49,weiblich
3060,1974,HAUPTBERUFL.GANZTAGS,38.5,3,ja,179,70,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1100,8,40,männlich
2487,1939,NICHT ERWERBSTAETIG,,2,ja,184,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1000,8,75,männlich
386,1967,HAUPTBERUFL.GANZTAGS,40,3,nein,185,95,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,7,47,männlich
3389,1953,NICHT ERWERBSTAETIG,,0,ja,163,68,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1000,8,61,weiblich
2925,1971,HAUPTBERUFL.GANZTAGS,40,5,nein,176,60,MITTLERE REIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,5800,9,43,männlich
1641,1987,NEBENHER BERUFSTAE.,,0,nein,182,89,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",150,8,27,männlich
893,1984,NICHT ERWERBSTAETIG,,2,nein,163,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,KAUFMAENNISCHE LEHRE,"GEWERBL.,LANDW.LEHRE",,7,30,weiblich
3232,1972,NICHT ERWERBSTAETIG,,1,nein,167,72,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,422,8,42,weiblich
428,1950,HAUPTBERUFL.HALBTAGS,20,3,nein,168,79,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,900,8,64,weiblich
346,1961,HAUPTBERUFL.GANZTAGS,10,8,ja,178,82,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1200,1,53,männlich
1705,1984,NICHT ERWERBSTAETIG,,2,nein,161,66,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,MITTLERE REIFE,LEHRE,ANDERER ABSCHLUSS,ANDERER ABSCHLUSS,1300,8,30,weiblich
2168,1970,HAUPTBERUFL.GANZTAGS,40,1,nein,178,85,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,5,44,männlich
552,1955,NICHT ERWERBSTAETIG,,5,nein,160,60,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,312,7,59,weiblich
249,1991,NEBENHER BERUFSTAE.,,0,nein,177,100,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,300,10,23,männlich
1529,1969,NEBENHER BERUFSTAE.,,1,nein,178,115,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER",ANDERER ABSCHLUSS,ANDERER ABSCHLUSS,450,10,45,männlich
107,1970,NEBENHER BERUFSTAE.,,1,ja,172,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,316,9,44,weiblich
3125,1966,HAUPTBERUFL.GANZTAGS,42,1,nein,173,77,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,KEIN ABSCHLUSS,4500,8,48,männlich
694,1987,NICHT ERWERBSTAETIG,,0,nein,170,58,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,524,9,27,weiblich
1475,1955,HAUPTBERUFL.GANZTAGS,50,0,ja,168,74,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,2300,8,59,weiblich
2489,1939,HAUPTBERUFL.GANZTAGS,39,1,ja,176,69,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1800,8,75,männlich
965,1960,HAUPTBERUFL.GANZTAGS,55,0,nein,186,100,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",4000,9,54,männlich
2341,1942,NICHT ERWERBSTAETIG,,1,nein,157,72,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,"GEWERBL.,LANDW.LEHRE",700,8,72,weiblich
2793,1989,NICHT ERWERBSTAETIG,,6,ja,180,89,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,8,25,männlich
3135,1937,NICHT ERWERBSTAETIG,,10,nein,167,85,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,750,7,77,weiblich
1363,1972,HAUPTBERUFL.GANZTAGS,40,0,nein,176,68,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,0,42,männlich
1287,1949,NICHT ERWERBSTAETIG,,5,ja,157,90,MITTLERE REIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,LEHRE,,KAUFMAENNISCHE LEHRE,1200,0,65,weiblich
3440,1971,HAUPTBERUFL.GANZTAGS,38,0,ja,172,75,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1500,8,43,männlich
1030,1935,NICHT ERWERBSTAETIG,,4,nein,173,65,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,920,7,79,männlich
1710,1937,NICHT ERWERBSTAETIG,,1,nein,178,84,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,,9,77,männlich
18,1933,NICHT ERWERBSTAETIG,,3,nein,173,135,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2000,9,81,männlich
2737,1963,NICHT ERWERBSTAETIG,,2,nein,175,63,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,2100,8,51,weiblich
73,1942,NICHT ERWERBSTAETIG,,3,nein,164,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,2600,8,72,weiblich
653,1967,HAUPTBERUFL.HALBTAGS,22,4,nein,175,100,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1000,8,47,weiblich
2187,1985,HAUPTBERUFL.GANZTAGS,42,0,nein,164,65,MITTLERE REIFE,,,LEHRE,,,1500,8,29,weiblich
1192,1957,HAUPTBERUFL.HALBTAGS,40,2,nein,158,57,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1650,8,57,weiblich
971,1967,HAUPTBERUFL.GANZTAGS,40,1,ja,184,105,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",LEHRE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,2500,8,47,männlich
372,1930,NICHT ERWERBSTAETIG,,2,ja,172,62,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,,1500,10,84,weiblich
153,1967,HAUPTBERUFL.GANZTAGS,40,1,nein,185,110,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1509,8,47,männlich
83,1962,HAUPTBERUFL.HALBTAGS,27,0,nein,170,60,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1600,10,52,weiblich
2250,1953,NICHT ERWERBSTAETIG,,2,ja,178,72,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULREIFE,LEHRE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,,8,61,männlich
3298,1990,HAUPTBERUFL.GANZTAGS,46,2,nein,178,84,FACHHOCHSCHULREIFE,,,"MEISTER, TECHNIKER",,,4500,9,24,männlich
889,1987,HAUPTBERUFL.GANZTAGS,45,1,ja,178,78,MITTLERE REIFE,,,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1800,6,27,männlich
3405,1962,HAUPTBERUFL.GANZTAGS,40,0,nein,180,93,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,3100,9,52,männlich
2995,1982,HAUPTBERUFL.GANZTAGS,45,1,nein,193,97,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,LEHRE,,HOCHSCHULABSCHLUSS,2500,9,32,männlich
1615,1979,HAUPTBERUFL.HALBTAGS,32,0,nein,172,60,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",1500,8,35,weiblich
2499,1982,HAUPTBERUFL.GANZTAGS,41,2,ja,182,85,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1600,7,32,männlich
2807,1949,NICHT ERWERBSTAETIG,,0,nein,169,95,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,650,7,65,weiblich
3096,1984,HAUPTBERUFL.GANZTAGS,40,0,nein,152,50,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,2100,9,30,weiblich
3316,1967,HAUPTBERUFL.GANZTAGS,40,1,ja,178,97,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,7,47,männlich
1789,1984,HAUPTBERUFL.GANZTAGS,38,1,ja,164,50,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",2200,8,30,weiblich
1447,1957,NICHT ERWERBSTAETIG,,0,nein,170,60,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,KAUFMAENNISCHE LEHRE,,8,57,weiblich
2672,1979,NEBENHER BERUFSTAE.,,3,nein,175,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,800,5,35,männlich
2026,1954,NEBENHER BERUFSTAE.,,5,nein,173,98,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",470,7,60,weiblich
1240,1955,NEBENHER BERUFSTAE.,,2,ja,158,50,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,3,59,weiblich
1391,1979,HAUPTBERUFL.GANZTAGS,40,3,nein,157,60,HOCHSCHULREIFE,HOCHSCHULREIFE,,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",KEIN ABSCHLUSS,1200,8,35,weiblich
3211,1950,NICHT ERWERBSTAETIG,,2,nein,180,78,,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE",,KEIN ABSCHLUSS,KEIN ABSCHLUSS,620,9,64,männlich
3243,1976,HAUPTBERUFL.GANZTAGS,50,1,nein,161,73,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER",,9,38,weiblich
583,1967,HAUPTBERUFL.GANZTAGS,50,1,ja,182,69,MITTLERE REIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,1050,8,47,männlich
368,1949,NICHT ERWERBSTAETIG,,3,nein,160,100,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","MEISTER, TECHNIKER",,5,65,männlich
3208,1944,NICHT ERWERBSTAETIG,,3,nein,178,78,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,1,70,männlich
631,1982,HAUPTBERUFL.GANZTAGS,45,0,ja,180,101,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1860,4,32,männlich
1154,1964,HAUPTBERUFL.GANZTAGS,55,2,nein,187,116,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2000,8,50,männlich
2541,1979,HAUPTBERUFL.GANZTAGS,40,0,nein,176,89,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,ANDERER ABSCHLUSS,,KEIN ABSCHLUSS,,3,35,männlich
1606,1956,NEBENHER BERUFSTAE.,,1,ja,168,80,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,350,4,58,weiblich
458,1976,HAUPTBERUFL.GANZTAGS,50,0,ja,180,80,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1570,6,38,männlich
3312,1933,NICHT ERWERBSTAETIG,,0,nein,172,85,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1100,10,81,männlich
2707,1979,HAUPTBERUFL.GANZTAGS,38,0,nein,169,77,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,2400,8,35,weiblich
916,1967,HAUPTBERUFL.GANZTAGS,30,2,ja,158,82,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,800,5,47,weiblich
165,1937,NICHT ERWERBSTAETIG,,0,nein,170,54,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,,KEIN ABSCHLUSS,258,8,77,weiblich
